short_description,category
The state said it would ask the Supreme Court to review its voter ID law.,POLITICS
"Under the Constitution, those sentenced as minors to mandatory life imprisonment without the possibility of parole may get a new day in court.",POLITICS
Virginia nixes the symbol from its specialty license plates.,POLITICS
"With the DOL fiduciary rule already delivering real benefits to retirement savers, will the Trump Administration give in",POLITICS
How the Supreme Court and bitter partisanship over Obamacare are letting Red America slip further behind while Blue America moves forward.,POLITICS
Judge Aaron Persky sentenced Turner to six months in jail for sexually assaulting an unconscious woman.,POLITICS
Barbara Byrd-Bennett has agreed to plead guilty and will cooperate with prosecutors.,POLITICS
Asian-American Pacific Islander students are not all alike. The funds will help support different AAPI communities.,POLITICS
The senator had some rather pointed questions for the executive in the wake of his bank's scandal.,POLITICS
Trump’s legal team seems to be stepping into every legal trap Stormy Daniels and Michael Avenatti are laying for it.,POLITICS
"Prosecuting people for sleeping in public ""violates their constitutional rights.""",POLITICS
Unions denounced the president's actions an “assault on democracy.”,POLITICS
Making the fed an instrument for disaster,POLITICS
The group said it rarely speaks out against presidential nominees.,POLITICS
Zephyr Teachout won't be coming to Congress.,POLITICS
The New York Times recently delivered an extraordinary investigative journalism report depicting how our country’s continued,POLITICS
"More than 60 signed a letter calling on Trump to follow the example a former attorney general set 41 years ago, when he told a KKK leader to “kiss my ass.”",POLITICS
Former First Brother Jeb Bush sure popped the top on a can of worms when he was asked if he would have made the same decision his older brother did to invade Iraq in March 2003.,POLITICS
"“That is embarrassing,” one voter said. “I have a daughter. I have a son who’d never speak like that.”",POLITICS
The vice president's office accused the country of trying to “whitewash their murderous regime with nice photo ops.”,POLITICS
Scalia once lamented that politics were ruining the judicial confirmation process. Look where we are now.,POLITICS
Please clap.,POLITICS
The support of Home Depot co-founder Ken Langone is welcome news for the governor.,POLITICS
Experts say seismic testing to find drill sites could harm thousands of animals and affect coastal communities.,POLITICS
"Fifty-five percent of all junk news traffic on Twitter can be linked to Trump supporters, researchers said.",POLITICS
The League of Conservation Voters' annual scorecard showed a 2016 Congress deeply divided on environmental issues.,POLITICS
The Children's Health Insurance Program could start running out of money Friday.,POLITICS
This guy.,POLITICS
"In praise of dick jokes in this, our hour of chaos.",POLITICS
"Though no one can reasonably argue that infectious diseases pose no concern or risk of spreading, as a nation, we must investigate the rational science of transmission and avoid acting on fear, baseless speculation, and apparent political expediency.",POLITICS
"With the court's move, both student athletes and the NCAA lost a bid in this fight.",POLITICS
"In just two days, Kathryn Allen raised about $200,000 in her campaign against the GOP congressman.",POLITICS
"Progressive Jewish leaders in Pittsburgh published an open letter Sunday urging Trump not to visit “until you fully denounce white nationalism.""",POLITICS
He's done something much more important.,POLITICS
"CENTER BARNSTEAD, N.H. — Ted Cruz on Tuesday dismissed Iowa Gov. Terry Branstad as a crony capitalist who is part of the",POLITICS
Financial mismanagement and other mistakes plagued the progressive candidate’s campaign for Congress in Ohio.,POLITICS
"“I see this as a peaceful protest,” says the Brooklyn restaurant's head chef.",POLITICS
WASHINGTON -- Jon Stewart learned a new reason Wednesday to respect the heroes of 9/11 who have spent years lobbying Congress,POLITICS
Someone get this man a spellcheck.,POLITICS
"""People are sick and tired of establishment politics and they want real change.""",POLITICS
Mattis faces a legal challenge if he accepts the job.,POLITICS
We love to pick sides and weigh the consequences of other's actions and find a safe place to land ideologically. We love our psychology and philosophy and our reason. But there is no getting away from what lurks way down there.,POLITICS
Jennifer Meyers was one of the many victims of a system that incarcerates people because they can't pay fees or fines.,POLITICS
Investigators traced IP addresses linked to the attack to foreign countries.,POLITICS
“It may not survive the way we know it through this administration.”,POLITICS
The political operation created by the billionaire conservative mega-donors Charles and David Koch is quietly investing millions,POLITICS
"Defending Roger Ailes, the GOP candidate gave the saddest response to the sexual harassment scandal the former Fox News CEO is facing.",POLITICS
"On Dec. 10, I was sentenced me to three months in prison for having crossed the line at a military base that wages drone warfare. The punishment for our attempt to speak on behalf of trapped and desperate people abroad, will be an opportunity to speak with people trapped by prisons and impoverishment here in the U.S.",POLITICS
The senator's official account went live Monday.,POLITICS
"""The presidency requires the judgement and the knowledge to make tough calls under pressure.""",POLITICS
"Sen. Pat Roberts acknowledged mammograms ""are essential to women's health.""",POLITICS
The biggest winner in the Democrats' debt-ceiling deal could end up being the GOP speaker.,POLITICS
Donald Trump Jr.’s email communication and subsequent meeting with a lawyer connected to the Russian government constitute,POLITICS
"Obama also saw a performance of excerpts from ""Hamlet.""",POLITICS
"Every so often, we have a certain reaction to a bit of political news. We then fully expect at least a few other political",POLITICS
Americans who recently took out federal student loans aren't paying down their debt.,POLITICS
And irony is dead.,POLITICS
"""Bernie, welcome to Seattle.""",POLITICS
Mike who?,POLITICS
"Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day.",POLITICS
"The president has bounced from one crisis to another since taking office. This might be the first ""real"" one.",POLITICS
The defeated Senate candidate has been sued by a woman who says he sexually abused her when she was 14.,POLITICS
"The state's GOP-controlled legislature claims Democratic leaders are failing to adequately defend the law, so they want to do so themselves.",POLITICS
"We need much more humane tactics in dealing not only with unarmed, young men, particularly those of color; we also need much more humane tactics in dealing with the mentally ill.",POLITICS
"In my last post, I talked about confirmation bias where people look for and believe information that supports their pre-conceived",POLITICS
But still plan on voting next week.,POLITICS
"Is Turkey collaborating with the Islamic State (ISIS)? Allegations range from military cooperation and weapons transfers to logistical support, financial assistance, and the provision of medical services.",POLITICS
“It is a very sobering thing to be thinking about oneself as president of the United States.”,POLITICS
Last month I was invited to preach at the First Presbyterian Church of Hinton and present at a community-wide meeting sponsored,POLITICS
And your Monday.,POLITICS
"The father of four was written up for ""creating a disturbance” when he sought medical attention for breathing problems.",POLITICS
That didn't take long.,POLITICS
Are we really still doing this?,POLITICS
✊,POLITICS
Some believe the central political issue of our era is the size of the government. They're wrong. The central issue is whom the government is for.,POLITICS
Only the three couples named as plaintiffs in the case are getting amended birth certificates.,POLITICS
Conservatives in the House are saying not so fast to the idea of Speaker Paul Ryan.,POLITICS
Yifu Dong reviews a book of memoirs on the Cultural Revolution Memory of the Storm.,POLITICS
"""The President tweets with tears streaming down his face and snot coming out his nose.""",POLITICS
"""I think we all need to take a step back and ask whether we're contributing to this,"" Rubio said Saturday about the unrest",POLITICS
"""I think there is no doubt that when any foreign government tries to impact the integrity of our elections ... we need to take action.""",POLITICS
"As Team USA racks up wins, the president has been unusually silent.",POLITICS
"DES MOINES, Iowa (AP) — Hillary Rodham Clinton turned to her husband, former President Bill Clinton, and pop singer Katy",POLITICS
"Nearly three decades ago, Howard Kaminsky, of Random House, called on the real-estate developer and self-marketing master",POLITICS
"""This bill is a violation of First Amendment rights and interferes with the 14th Amendment.""",POLITICS
Republicans on the Senate Judiciary Committee have come to a consensus decision to not have hearings or a vote on a Supreme,POLITICS
Garrett has been struggling to overcome anti-LGBT comments he made last year.,POLITICS
Cleveland should be interesting!,POLITICS
Trump Jr.'s attorney told NBC News that his client hadn't been aware of the lobbyist's background at the time of the meeting.,POLITICS
"To many people, Tax Day is simply a race to get your papers in order, claim your deductions and hope for a refund. But for",POLITICS
The caller claimed he didn't work for Virginia GOP candidate Glenn Youngkin — but it appears he did.,POLITICS
"Stop the foolishness and talk to us like grownups. There will be no ""trade war"" if we pursue a currency chapter in the TPP. There will be a lot of arguing and negotiating about what technically constitutes currency manipulation to gain an edge in trade. It could blow up the deal, and Secretary Lew, Rep. Ryan, and others should explain to us and to members of Congress why that's a more costly outcome to American workers and businesses than continuing to live with labor demand-draining trade deficits. If they can do so, then let's have a TPP. If they can neither make a convincing case based on facts, not war-mongering and fear tactics, nor can they offer a convincing alternative for legislative actions outside of the TPP against currency manipulation, then they must either negotiate a currency chapter or accept defeat.",POLITICS
"Democrats continue to blame President Bush for beginning the war, in the first place, while Republican candidates are attempting to turn the tables by blaming President Obama for abandoning Iraq. In reality, Republicans and Democrats both share responsibility for Iraq's dismal state of affairs.",POLITICS
"The audience, when the debate actually happens, will be huge. Tremendous, in fact. Some (we won't say who) are even predicting it could be a bigger television event worldwide than the 1969 moon landing.",POLITICS
Minimum-wage workers around the country are taking to the streets. Will one of the Democratic contenders give them something to rally around?,POLITICS
The wall of Republican opposition to the nomination of Judge Merrick B. Garland to the Supreme Court has been shored up by,POLITICS
Someday the 2016 election will be over.,POLITICS
No shutdown avoided today.,POLITICS
The attorney general also stressed that he is steering clear of involvement in the race for his old Senate seat.,POLITICS
"After solving the Mideast, this should be cakewalk.",POLITICS
Two Democrats have authored a bill that would require a declaration of war by Congress before a president could launch a first strike.,POLITICS
The GOP senator wants the FBI and CIA to brief Donald Trump's secretary of state pick on Russia's elections interference.,POLITICS
“It matters to show up. [Our legislators] need to see us.”,POLITICS
"The former secretary finally got to meet the pope, after he was denied a spot with the president earlier this year.",POLITICS
"In 2014, NIH research funding for cancer was $56 million less than it was in 2010. This means we now have to fight for increased funding at a time when potentially monumental breakthroughs are in our grasp. In the war against cancer we've had to open up a second front.",POLITICS
"Nearly 650,000 people are currently protected from deportation under the Deferred Action for Childhood Arrivals program.",POLITICS
"Since the start of 2008, police have responded to at least 440 calls for service to the school, including 126 for runaways.",POLITICS
"""Yeah, but how many ICU beds will it hold?"" one Twitter user joked in response to the first lady's announcement.",POLITICS
The New Yorker has vetted four women's accounts.,POLITICS
The return of ailing Sen. John McCain suggests the Senate leader may have a plan for reviving Obamacare repeal.,POLITICS
The US is the leading country that unilaterally brands entities around the world as terrorist.,POLITICS
"A new short film, When AIDS Was Funny, unearths never-before-heard audio reaction to the escalating AIDS crisis.",POLITICS
Chief Justice John Roberts and Justice Anthony Kennedy indicated an unwillingness to second-guess the justifications offered for the policy.,POLITICS
That number includes both digital and hardcover pre-sales.,POLITICS
"Bernie has pulled out all the stops in an effort to court Latinos, but many are still unfamiliar with the left-leaning democratic socialist. If he wishes to solidify his support among Latinos, Bernie must broaden his definition of ""political revolution""",POLITICS
"Activists said they've gathered enough signatures to put health care for up to 62,000 people on this November’s ballot.",POLITICS
Trump's lawyer told The New York Times he got the timeline from the special counsel's office two weeks ago.,POLITICS
"The new rules are ""a big step forward for food safety and public health,"" one advocate says.",POLITICS
Authorities have yet to determine why the plane went down.,POLITICS
Elections are always clearer in retrospect than they appeared in prospect.,POLITICS
The state had been banned from hosting NCAA games for nearly 15 years because of the controversial flag.,POLITICS
"The White House says the order ""will keep the nation safe.""",POLITICS
The iconic satirical publication is set to have a very fun year.,POLITICS
"Graham-Cassidy is just as much a wolf as past Republican repeal bills, despite its sheep’s clothing.",POLITICS
"The ""Veep"" star and supporter of Christine Blasey Ford clarified for Time that her “default position is to believe victims.”",POLITICS
"Minor details though, right?",POLITICS
"In the past six months, congressional Republicans have illustrated just how little they consider the needs of the women and",POLITICS
Her dual roles raise conflict of interest questions and may imperil her permanent government security clearance.,POLITICS
Congress may vote soon to delay it by two years.,POLITICS
"""This is the just and moral thing to do.""",POLITICS
"MAYAGÜEZ, P.R. — The first visible sign that the health care system in Puerto Rico was seriously in trouble was when a",POLITICS
"The Erie County district attorney deemed the case ""rife with reasonable doubt.""",SPORTS
Of course this wasn't going to end well.,SPORTS
"Anderson went close with half an hour on the clock, as he struck the crossbar with a header from close range before smashing",SPORTS
Nobody believes him though.,SPORTS
"""How about you amaze me and do the right thing,"" snapped the Olympic gold medalist.",SPORTS
Tyler Sash died at 27.,SPORTS
"CHATTANOOGA, Tenn. -- Two Tennessee high school basketball coaches and their athletic director went before a juvenile court",SPORTS
"Well, that's awkward.",SPORTS
The decision follows the appeal filed by the NFL Players' Association on behalf of Brady last month.,SPORTS
Even before Michigan State completed its BCS-altering upset win over Ohio State on Saturday night there was at least one,SPORTS
"The agreement, which was signed off on by the league and players' union, complies with the NFL collective bargaining agreement",SPORTS
STAY TUNED FOR LIVE UPDATES ALL DAY LONG Even without Matt Schaub -- who was injured last year and is actually making his,SPORTS
"“Before that, your body is not developed, your brain is not fully developed.""",SPORTS
This guy. Again.,SPORTS
"As baseball season gets into full swing, we hear lots of buzz about the closer -- baseball's newest position. Is the newly-minted closer worth the adulation and the money, or is the mystique just a myth?",SPORTS
This makes everything OK.,SPORTS
"""We are aware of the situation and have commenced an investigation,"" Major League Baseball said in a statement.",SPORTS
"Is this the biggest sports scandal since the 1919 Chicago Black Sox threw the World Series? Oh, it's bigger than any sports story. These lies rank up there with Richard Nixon and the Watergate Scandal.",SPORTS
It was a real Cinderella story.,SPORTS
The kicked player was carried off the field in a stretcher.,SPORTS
Have we learned nothing from Jason Pierre-Paul?,SPORTS
"I have enjoyed a lifelong love affair with baseball. But as passionate as I am about our national pastime, there are some things that need to be changed. Here then is what I hate most about the game I truly Iove.",SPORTS
The judge ruled that the New York Racing Association acted unconstitutionally by not letting Baffert adequately respond to claims after a horse failed a postrace drug test.,SPORTS
The Jaguars are hosting a very clutch Pokémon Go safari night.,SPORTS
They're a safe space for spectators and the workforce to report misconduct and receive counseling.,SPORTS
"Once again, baseball writers are about to discriminate against a talented player for merely being the best at his position.  If the sport was more about being a meritocracy, we would have a few more votes for Atlanta Braves relief pitcher Craig Kimbrel for the Cy Young Award.",SPORTS
"The Houston guard, who scored the winning basket, has game to go with his signature style.",SPORTS
"This week's ""The Second Half"" podcast talks NFL injuries and player self-diagnosis.",SPORTS
WHOA!,SPORTS
"Rob Manfred has surrounded himself with domestic violence experts. With Jose Reyes, he faces his first test.",SPORTS
Worst. Home run. Ever.,SPORTS
The field of 68 teams for the 2014 NCAA Tournament has been revealed on Selection Sunday and the madness of March is here,SPORTS
"It's not too late to back out, Ray.",SPORTS
Players and fans winced and looked away.,SPORTS
The crowd booed even as the New Jersey governor handed the ball to a child.,SPORTS
Fewer than 8 percent of top coaches in the biggest football programs are black.,SPORTS
She broke her own record for most summits by a woman.,SPORTS
"RELATED: The 10 Most Shocking Retirements in Sports History By Brian Josephs, Complex Sports [via CBS Sports] When thinking",SPORTS
"While the NCAA Tournament stayed away from the city so nice they named it twice for 53 years, UConn have been regular visitors",SPORTS
WE ARE NOT WORTHY!,SPORTS
He literally laughed at Tom Brady.,SPORTS
The football team was on strike.,SPORTS
A Saints fan was celebrating inside Lincoln Financial Field after New Orleans kicker Shayne Graham's game-winning field goal,SPORTS
"In 1993, I was a page at NBC in New York. Most of the job was to give tours of the building and seat audiences at TV shows",SPORTS
He's going to miss serious time.,SPORTS
Blatter says the accusation isn't true.,SPORTS
Remember when people thought this guy might become president?,SPORTS
"""He's not that good."" Stern told Reuters TV's Robert Wolf. ""He's a lefty -- he goes the same way every time."" David Stern",SPORTS
"WE COUNT GOALTENDS HERE, MR. COUSINS.",SPORTS
The younger players on the Patriots are less concerned with the team's relationship to the previous winning clubs and more,SPORTS
Bryan Clay just won gold as a tooth-puller.,SPORTS
"Kevin Turner, who died in March at age 46, is the latest former football player to be diagnosed with the brain trauma disease.",SPORTS
New England Patriots’ 40-year-old quarterback is not ready to retire.,SPORTS
"""I'd rather walk,"" the 29-year-old wide receiver said.",SPORTS
"Walker Buehler was a key contributor to Vanderbilt's national championship baseball team last year. According to the Vanderbilt Hustler, Vanderbilt's student newspaper, Buehler is listed as high as the second best overall prospect in the upcoming Major League Baseball draft.",SPORTS
"""I don't think I've ever seen anyone putt the greens as well as he does around here,"" said McIlroy, who played the massive",SPORTS
"The demonstrations for social justice, sparked by 49er Colin Kaepernick, have spread around professional sports.",SPORTS
"The famed dunker was known as ""Chocolate Thunder.""",SPORTS
"For anyone wondering, Corso did also put on cap and handle livestock. As usual, there were a few pop culture references mixed",SPORTS
Yankees closer Mariano Rivera received another present before his final season in the major leagues comes to an end. Making,SPORTS
"Anything you can do, Mirai can do bleeding.",SPORTS
"The best thing about ""hot"" teams is that they eventually cool off.  But unfortunately for the Raptors that didn't happen.",SPORTS
Duncan was an offensive lineman for Notre Dame and briefly joined the Denver Broncos as an undrafted free agent.,SPORTS
"""I don't think I need to say much more about how I feel.""",SPORTS
He was celebrating the Blue Jays' first AL East title in 22 years the right way.,SPORTS
Just the best.,SPORTS
"Organizers said it had ""nothing to do with the Games.""",SPORTS
The WNBA player has faced depression since childhood.,SPORTS
"His time in Los Angeles will influence Asian Americans, particularly male youth, in countless ways (not to mention those jersey sales.) All eyes will be on the California native, to see what he'll do for Los Angeles.",SPORTS
Sergi Guardiola's dream move to the Spanish giants lasted just seven hours.,SPORTS
"Texas A&M quarterback Johnny Manziel made the 11th-ranked Oklahoma Sooners look like a high school team. He dazzled, danced and scrambled in the pocket as if he were playing 7-7 pickup football in the summer.",SPORTS
The undefeated boxer confirmed his retirement after besting UFC lightweight champion Conor McGregor on Saturday night.,SPORTS
"Thanks for nothing, Tom Brady!",SPORTS
"""If my son calls me and says he’s been pulled over ... I’m not that confident that things are going to go well and my son is going to return home.”",SPORTS
"Henson called the incident ""degrading.""",SPORTS
"It wasn’t enough for victory, though. Woods’ ball settled 4 feet from the 17th hole, but Luke Donald hit his tee shot even",SPORTS
"Stern, who served 30 years as the NBA’s longest-tenured commissioner, is undergoing emergency surgery.",SPORTS
The runner had fallen due to exhaustion with about 200 yards to go.,SPORTS
*Stats through start of tournament Will N.C. State pull off another upset? Or will the Hoyas' disciplined Princeton offense,SPORTS
"Chelsea almost levelled immediately, Julian Speroni diving full length to his left to keep out Eden Hazard's curling effort",SPORTS
"By Golfweek Staff, Golfweek On Saturday, Keegan Bradley says that he was heckled by a fan off the 18th green at the end of",SPORTS
Courtesy of Kobe Bryant.,SPORTS
"Thirteen years ago, USA Today obtained 74 pages of explosive court documents on Peyton Manning, Archie Manning, the University",SPORTS
"1:25 p.m.: Ernie Els, Justin Rose 2:25 p.m.: Hunter Mahan, Aaron Watkins 12:15 p.m.: Kevin Na, Jason Bohn 11:25 a.m.: Jonathan",SPORTS
"I was deeply troubled to discover that the NFL's approach to children is now the same as mega-corporations like Disney and McDonald's. The NFL not only wants children to ""consume"" its products (licensed merchandise and televised football), it wants to immerse kids in its brand 24/7.",SPORTS
"The TCU Horned Frogs are currently 6-1 and 3-1 in the Big 12 conference. Their only loss of the season came against the Baylor Bears, who at that time was ranked fifth in the AP Poll and they only loss by three points 61-58.",SPORTS
Wambach was arrested in Oregon on Saturday after failing a field sobriety test.,SPORTS
It was the 27th match between the two sisters.,SPORTS
"Four more years, four more years!",SPORTS
"Once considered too scrawny to compete in the NBA, Stephen Curry has become hoops' biggest attraction. Here's a look back at his journey thus far.",SPORTS
"""It can give you the chills sometimes,"" he said of his decades covering the NBA.",SPORTS
Pagano's playoff debut with the Colts will come in front of another fan base with whom he has a strong bond. Pagano returns,SPORTS
"With New Year's 2014, world attention turns to the coming winter Olympics in Sochi.  Egypt recently banned its athletes from displaying the Rabaa, a four-fingered hand gesture favored by supporters of the Muslim Brotherhood.",SPORTS
"""It's probably unrealistic to think that these kinds of things are never going to happen.""",SPORTS
Schooling idolized Phelps as a 13-year-old.,SPORTS
Tomorrow Night Is The 2015 WWE EXTREME RULES PPV on the WWE Network! It all starts with the Kickoff Show at 7:30pm EST. Here are some rumors and predictions for the PPV!,SPORTS
"Some were worried about COVID-19, organizers said.",SPORTS
"""My destiny was to make people happy.""",SPORTS
It is his third Wimbledon title.,SPORTS
Whoops!!!,SPORTS
"After watching all of the upset's on Friday, Royce White and Iowa State must be feeling awfully confident heading into their",SPORTS
She has become the first Black woman to win a speedskating medal at the Winter Olympics.,SPORTS
Sporting fans love long shots and unexpected triumphs. The first and the last European Chess Club Cups provide proof.,SPORTS
"The league moved the game after North Carolina refused to amend or repeal its anti-LGBT ""Bathroom Bill.""",SPORTS
Alex Poythress was lucky to not mess up his entire grill.,SPORTS
The 17-year-old snowboarder tweeted mid-competition about her unfinished breakfast sandwich.,SPORTS
The Dodgers' Max Muncy homered in the bottom of the 18th to cap an all-time classic.,SPORTS
NEW YORK (CBSNewYork) — Alex Rodriguez is going to call it quits after his contract ends.,SPORTS
"He also did it back in 2004, when Carolina matched up against New England in Super Bowl XXXVIII.",SPORTS
"He apologized, but not for the right thing. And now he's back.",SPORTS
It's time to push the panic button. The 49ers will now have to win their remaining four games to get a chance to head back to the playoffs.,SPORTS
This is nuts.,SPORTS
"Demaryius Thomas has just sent his mother a picture of the most unlikely Super Bowl ticket of all, the one intended for her",SPORTS
"“It was a real life Animal House,” one former employee said.",SPORTS
This will surely swing the election.,SPORTS
Her QB hate will be eternal.,SPORTS
ESPN is well aware that sex sells.,SPORTS
Kathryn Smith will serve as a special teams assistant coach.,SPORTS
"USC at Washington: The Huskies have shown that they can rise to the occasion and beat a highly ranked team, as Steve Sarkisian's",SPORTS
By James M. Dorsey Testimony of a star witness in a New York courtroom has revealed new allegations of Qatari wrongdoing,SPORTS
Television pictures showed Peru's Raul Ruidiaz grinning after the goal had been awarded but the Brazilian players were apoplectic with rage.,SPORTS
Cris Collinsworth remembers the wind knifing his bones when he moved from the Bengals' locker room to the artificial turf,SPORTS
"The Tigers offense got shutout and they never knew what hit them.  A rookie pitcher took the mound, pitched a stellar game and matched up well against one of the best pitchers Major League Baseball.",SPORTS
The NBA All-Star talks about how sleep became central to his daily routine.,SPORTS
"The class-action suit accuses the two companies of fraud and negligence, among other charges.",SPORTS
"Maybe -- it's Kobe, after all.",SPORTS
"It's only Game 1, kid.",SPORTS
"The Saturday edition of NFL Countdown on ESPN must have thrown off Da Coach, Mike Ditka. During a discussion on tonight's",SPORTS
"The doctors, professors and scientists fear the Games will help Zika spread around the globe.",SPORTS
This weekend is NBA Commissioner David Stern's last NBA All-Star Game where he will sit in the driver's seat in the same manner that astronaut Neil Armstrong sat in the commander's seat of Apollo 11.,SPORTS
"Nyquist is a step closer to thoroughbred racing's highest honor, the Triple Crown.",SPORTS
"The officer's actions didn't ""conform to the expectations held by the public,"" she said.",SPORTS
You may remember the Bakersfield Condors from previous publicity stunts like mocking the bankruptcy of an opponent's city,SPORTS
The new rule aims to increase the number of female executives in the league.,SPORTS
San Francisco won the 2-1 decision over the Twins and improved to 5-0 in Interleague play this season.  They clinched the three-game series and won six of their last seven games against Minnesota.  The Giants now own the best record in the Majors.,SPORTS
"The owner who chose the team's controversial name was for 24 years considered ""the leading racist in the NFL.""",SPORTS
Rousey waited over a year to get back at Floyd.,SPORTS
"The neurodegenerative disease has been linked to depression, memory loss and dementia.",SPORTS
He was a star running back at the University of Colorado in the '90s.,SPORTS
A representative from the school said Larry Nassar's victims will not be billed.,SPORTS
"Christopher Delbosco received lengthy medical treatment on the course, before being taken to hospital.",SPORTS
"There were more men than women on the team, too.",SPORTS
The #NotAFan campaign pulled the ads with Jeurys Familia from its site.,SPORTS
Paraplegics were depressed and discarded. Then one doctor had an idea: Let them play sports.,SPORTS
The five-time all-star center tore into his teammates Friday night after Orlando committed 23 turnovers en route to losing,SPORTS
"The St. Louis Cardinals, after winning the NL pennant, have been reasonably active in the post-season. Perhaps their highest profile move was signing shortstop Jhonny Peralta, formerly of the Detroit Tigers, to a four year $52 million dollar contract.",SPORTS
"With or without any supernatural support from his mother, Manny defeated Bradley in a unanimous decision to avenge his controversial",SPORTS
You won't be able to look away.,SPORTS
"There have been growing pains as the NFL tries to implement the rule. But with the league on the right track, it’s not time to slow down.",SPORTS
After the Cards were presented with the Warren C. Giles Trophy by honorary league president Bill Giles before the delirious,SPORTS
Carlin Isles is an accomplished 23-year-old sprinter who is now turning heads on the rugby pitch instead of the track. Dubbed,SPORTS
That didn't take long.,SPORTS
"""I can do that.""",SPORTS
"""I hate him! I'd punch him in the face!""",SPORTS
"If you love soccer, it's probably because of Cruyff's influence.",SPORTS
He lost out to luge veteran Erin Hamlin in a coin toss.,SPORTS
"She'll be allowed to rock the suit at Women’s Tennis Association matches, though it may still be barred from the French Open.",SPORTS
"The PGA Tour wives have a unique lifestyle that few experience. Particularly when it comes to raising kids, there are uncommon demands placed on the families.",SPORTS
Ryan Vogelsong got off to a great start.  He retired the first nine batters he faced but unraveled in the fourth.  Again he got no run support as the Giants got shutout 5-0 by the Dodgers.,SPORTS
"Ray Rice did damage. His actions were completely unacceptable. But like Ray Rice, I've done damage. My behavior, a few times in my life, has been completely unacceptable. And the same goes for you and the many people who've jumped on the bandwagon of judgment.",SPORTS
The gymnast is in a league of her own.,SPORTS
"Selling all the bad parts of pro football didn't work, but it was a ""fun failure.""",SPORTS
Dream on while tasting the rainbow.,SPORTS
"To highlight the Live ScoreCaster, we will take our in-game technology, Live ScoreCaster, to the next level to review the game-changing plays from the NFL and what the game would have looked like if the plays had turned out differently.",SPORTS
"""One day for the inflation, 364 days for everything else.""",SPORTS
It's unanimous.,SPORTS
"Coach Chip Kelly has come under fire, with some saying he may be gone after the season is over. After back to back 10-6 seasons, the Eagles are 4-7 without showing much sign of improvement. The problem is Chip Kelly. He is his own worst enemy.",SPORTS
"In many ways, Winston represents the perfect reputation zeitgeist for the NFL.  He's an awesome football player with perceived character issues.  That makes him less likable, and in the case of some Tampa Bay fans -- particularly women -- he hurts the overall experience.",SPORTS
Barcelona have been crowned Primera Division champions for the 24th time after a Luis Suarez hat trick saw them to a 3-0,SPORTS
But can he shoot threes?,SPORTS
"Tuberville smacked Oliver upside the head, knocking of his headset and hat faster than you can say ""gif."" (H/T to The Big",SPORTS
"The suicides of several high-profile professional athletes, beginning with NFL player Terry Luther Long in 2005, brought CTE into the public consciousness.",SPORTS
An early candidate for most unsportsmanlike play of the year.,SPORTS
The tennis champ let her fists fly in a cross-training workout with the former heavyweight champ.,SPORTS
Jayson Tatum made a layup at the buzzer on a pass from Marcus Smart to give the Boston Celtics a dramatic 115-114 victory over the Brooklyn Nets in the Game 1 of their first-round playoff series,SPORTS
The North Carolina official has yet to be named.,SPORTS
"The former San Francisco 49ers quarterback has been out of the league since the season when he began to protest racial injustice, becoming a civil rights leader.",SPORTS
"Game, set, match.",SPORTS
So he rose up for the greatest dunk of the Lakers' season.,SPORTS
"NORTON, Mass. -- Tiger Woods was a birdie at the par-5 18th away from being paired with Rory McIlroy in Sunday's third round",SPORTS
"""it is our responsibility to ensure fair competition, so that athletes can have confidence that they are competing on a level playing field.""",SPORTS
The end to Thunder-Spurs was the best thing that could have happened.,SPORTS
"While Stern's decree was intended to protect his own brand in a manner that would make Roger Goodell blush, the dress code has proven to be mutually beneficial. A rule that was so despised has spawned a new financial opportunity for the players.",SPORTS
Vincent Zhou makes history.,SPORTS
Russia denied responsibility days before the games began.,SPORTS
Muhammad Ali’s championship belt from his 1974 “Rumble in the Jungle” heavyweight title fight has sold at auction for $6.18 million.,SPORTS
M-V-P. M-V-P. M-V-P.,SPORTS
Two officials in the Czech Republic were banned after apparent drunken antics on the job.,SPORTS
"Happy commercial-viewing, and, uh, go team!",SPORTS
"The NCAA Board of Governors announced on Thursday they adopted a new sexual violence policy. The policy, adopted after a",SPORTS
"In a first for U.S. men, Chris Mazdzer takes home silver.",SPORTS
The second no-no in the major leagues in just over a week.,SPORTS
"Aaron Harrison did it again. (Video via Michael Shamburger) (Video via gifdsports) ""It was a great shot,"" Wisconsin forward",SPORTS
"NBA players and Twitter call out the ""heartless clown.""",SPORTS
"""When you're getting slapped around like that [on the scoreboard], it's a response,"" Holmgren said, via Philly.com. ""Do I",SPORTS
"While Jones' tackle ended the game and gave St. Louis the Lombardi Trophy, James Harrison made another iconic, game-changing",SPORTS
The show didn't even last five months.,SPORTS
"""For either one of these teams, it's not really a great scenario. You play your way into the championship game, which means",SPORTS
"Following the trend of ""Moneypuck"" - how can the Leafs spend more money, to see the highest ROI?  The cap is the cap - you can't change that.  So where else can they invest in?",SPORTS
Although this catch by Reggie Wayne during the second quarter will be rightfully overshadowed by the Colts' comeback that,SPORTS
"""I'm absolutely gutted to blow it like that.""",SPORTS
Hassan Saada allegedly assaulted two maids who work at the Village.,SPORTS
The 34-year-old was promoted Tuesday by the New York Yankees to dugout boss of the Low A Tampa Tarpons.,SPORTS
The right call.,SPORTS
